order_id,customer_id,order_date,status,region_code
35,160.0,2026-01-17 23:27:15,DELIVERED,CENTRAL
36,474.0,2025-06-04 13:47:36,DELIVERED,WEST
37,534.0,2024-03-28 00:39:43,SHIPPED,EAST
38,549.0,2026-05-12 10:30:23,PLACED,CENTRAL
39,363.0,2025-05-30 07:23:29,PLACED,SOUTH
40,UNKNOWN,2025-03-11 16:18:27,CANCELLED,EAST
41,UNKNOWN,2025-08-05 21:59:24,DELIVERED,SOUTH
42,399.0,2026-06-05 23:44:18,SHIPPED,NORTH
43,UNKNOWN,2025-04-23 21:33:51,DELIVERED,EAST
44,UNKNOWN,2024-02-19 03:11:07,SHIPPED,NORTH
45,244.0,,DELIVERED,EAST
46,538.0,2024-12-01 18:16:43,DELIVERED,NORTH
47,39.0,2025-08-04 07:46:19,DELIVERED,NORTH
48,519.0,2025-11-20 09:05:50,PLACED,WEST
49,158.0,2026-02-15 19:22:33,SHIPPED,WEST
50,318.0,2026-03-24 10:15:55,DELIVERED,SOUTH
51,UNKNOWN,2024-06-01 15:05:01,CANCELLED,CENTRAL
52,211.0,2024-07-25 04:03:15,DELIVERED,WEST
53,535.0,2025-08-25 02:20:09,PLACED,EAST
54,90.0,2024-03-09 09:33:21,DELIVERED,NORTH
55,534.0,2024-06-09 03:57:07,DELIVERED,EAST
56,320.0,,DELIVERED,SOUTH
57,206.0,2025-05-13 11:17:14,SHIPPED,EAST
58,327.0,2026-04-06 20:40:49,DELIVERED,NORTH
59,153.0,2025-02-27 13:17:08,SHIPPED,NORTH
60,527.0,2024-01-24 16:48:41,PLACED,CENTRAL
61,327.0,2025-06-28 04:48:24,SHIPPED,EAST
62,251.0,2026-06-10 19:21:48,SHIPPED,EAST
63,455.0,2025-06-10 05:06:04,PLACED,NORTH
64,52.0,2026-01-01 06:17:39,PLACED,NORTH
65,437.0,2024-05-13 18:46:14,DELIVERED,CENTRAL
66,457.0,2026-07-09 19:33:13,DELIVERED,EAST
67,203.0,2025-05-31 06:14:18,DELIVERED,CENTRAL
68,477.0,2024-05-02 00:23:32,DELIVERED,NORTH
69,100.0,2025-12-28 10:35:28,DELIVERED,WEST
70,238.0,2025-12-31 23:13:18,RETURNED,SOUTH
71,373.0,2025-02-04 20:54:15,DELIVERED,EAST
72,465.0,2025-05-19 11:58:15,DELIVERED,NORTH
73,116.0,2026-01-08 09:44:58,DELIVERED,WEST
74,290.0,2024-09-22 07:56:35,DELIVERED,CENTRAL
75,131.0,2026-06-11 17:33:30,DELIVERED,WEST
76,334.0,2024-06-15 04:33:06,DELIVERED,NORTH
77,546.0,2025-04-14 07:46:48,DELIVERED,CENTRAL
78,245.0,2025-10-04 06:13:53,DELIVERED,CENTRAL
79,494.0,2024-09-04 00:42:21,DELIVERED,EAST
80,442.0,2024-11-19 11:40:50,DELIVERED,WEST
81,351.0,2026-05-31 03:09:57,DELIVERED,SOUTH
82,80.0,2024-09-25 21:05:36,DELIVERED,CENTRAL
83,118.0,2026-01-25 22:53:34,DELIVERED,WEST
84,100.0,2025-05-20 10:58:28,CANCELLED,SOUTH
85,416.0,2025-04-23 12:24:14,PLACED,NORTH
86,389.0,2026-07-15 11:36:19,DELIVERED,NORTH
87,223.0,2024-05-20 15:18:54,CANCELLED,CENTRAL
88,151.0,,DELIVERED,WEST
89,299.0,2026-04-05 06:39:09,DELIVERED,CENTRAL
90,201.0,2025-11-25 15:19:28,SHIPPED,EAST
91,312.0,2025-04-10 14:56:35,RETURNED,WEST
92,92.0,2025-06-18 19:06:55,DELIVERED,CENTRAL
93,414.0,,CANCELLED,EAST
94,379.0,,RETURNED,NORTH
95,368.0,2024-01-02 07:26:27,PLACED,EAST
96,241.0,2024-02-18 10:39:05,DELIVERED,CENTRAL
97,326.0,2025-09-04 11:23:18,DELIVERED,WEST
98,446.0,2025-08-15 17:46:33,DELIVERED,SOUTH
99,143.0,2026-01-07 16:29:22,SHIPPED,WEST
100,428.0,2025-07-13 16:30:21,SHIPPED,SOUTH
101,12.0,2024-07-27 14:13:34,PLACED,NORTH
102,499.0,2024-08-11 16:33:20,DELIVERED,SOUTH
103,141.0,2024-05-11 12:28:55,DELIVERED,WEST
104,436.0,2025-12-09 09:58:49,DELIVERED,WEST
105,435.0,2026-03-02 08:21:52,DELIVERED,WEST
106,364.0,2025-08-20 15:12:15,SHIPPED,WEST
107,8.0,2026-07-28 04:07:29,DELIVERED,SOUTH
108,276.0,2026-02-18 09:48:20,DELIVERED,CENTRAL
109,376.0,2026-06-14 07:58:23,PLACED,NORTH
110,495.0,2026-06-01 14:09:05,DELIVERED,NORTH
111,494.0,2026-06-20 09:59:17,RETURNED,NORTH
112,UNKNOWN,2024-08-08 17:24:18,DELIVERED,CENTRAL
113,477.0,2025-03-10 01:32:47,DELIVERED,CENTRAL
114,252.0,2024-05-17 09:31:08,DELIVERED,NORTH
115,320.0,2026-04-17 14:43:44,DELIVERED,EAST
116,12.0,,DELIVERED,CENTRAL
117,340.0,,DELIVERED,EAST
118,172.0,2025-03-25 06:28:20,PLACED,CENTRAL
119,267.0,2025-04-17 08:34:57,PLACED,WEST
120,174.0,2026-06-17 02:39:43,DELIVERED,EAST
121,294.0,2024-02-12 09:44:47,DELIVERED,SOUTH
122,79.0,2026-02-24 09:59:21,CANCELLED,EAST
123,136.0,2025-01-26 13:08:29,DELIVERED,EAST
124,15.0,2025-02-03 04:00:13,DELIVERED,CENTRAL
125,155.0,2024-09-28 06:04:33,DELIVERED,EAST
126,268.0,2024-09-29 11:21:44,DELIVERED,SOUTH
127,186.0,,DELIVERED,NORTH
128,87.0,2025-06-16 14:17:58,RETURNED,CENTRAL
129,508.0,2024-08-27 11:08:22,DELIVERED,WEST
130,244.0,2025-08-18 05:30:03,DELIVERED,SOUTH
131,354.0,2024-11-23 13:18:33,PLACED,EAST
132,54.0,2024-06-29 04:35:00,SHIPPED,WEST
133,309.0,2026-01-09 19:12:49,DELIVERED,CENTRAL
134,389.0,2024-12-28 23:31:30,DELIVERED,WEST
135,269.0,2026-01-07 05:58:55,PLACED,WEST
136,296.0,2024-01-19 10:17:10,RETURNED,WEST
137,324.0,2025-08-16 10:08:41,RETURNED,NORTH
138,545.0,2024-05-31 06:00:17,DELIVERED,WEST
139,344.0,,SHIPPED,NORTH
140,401.0,2025-01-31 15:54:40,DELIVERED,SOUTH
141,200.0,2026-07-03 13:13:56,DELIVERED,SOUTH
142,11.0,2025-05-01 15:32:44,DELIVERED,NORTH
143,422.0,2024-01-19 13:57:13,PLACED,NORTH
144,360.0,2025-11-23 17:55:49,SHIPPED,EAST
145,198.0,2025-01-26 07:22:03,PLACED,CENTRAL
146,59.0,,RETURNED,SOUTH
147,125.0,2026-07-20 02:41:29,DELIVERED,NORTH
148,134.0,2024-05-14 04:43:02,DELIVERED,CENTRAL
149,114.0,,DELIVERED,EAST
150,479.0,2025-04-02 14:18:50,DELIVERED,NORTH
151,284.0,2025-12-05 09:36:31,DELIVERED,EAST
152,166.0,2025-02-03 18:12:13,DELIVERED,EAST
153,392.0,2024-04-06 21:58:12,DELIVERED,NORTH
154,272.0,,SHIPPED,NORTH
155,206.0,2026-02-02 20:43:00,DELIVERED,SOUTH
156,112.0,2026-02-03 09:13:32,PLACED,WEST
157,109.0,2024-12-05 06:02:19,RETURNED,EAST
158,36.0,2024-06-09 10:49:22,PLACED,CENTRAL
159,457.0,2025-01-24 06:54:32,PLACED,WEST
160,1.0,2024-08-19 05:41:22,RETURNED,WEST
161,156.0,2025-02-17 21:28:19,DELIVERED,WEST
162,4.0,2026-06-11 16:08:29,DELIVERED,WEST
163,447.0,2026-01-12 18:19:47,DELIVERED,NORTH
164,232.0,,PLACED,WEST
165,549.0,2024-07-07 06:47:58,RETURNED,EAST
166,311.0,2025-06-01 23:32:00,DELIVERED,NORTH
167,548.0,,CANCELLED,EAST
168,471.0,,DELIVERED,EAST
169,181.0,2024-11-11 12:52:48,DELIVERED,WEST
170,307.0,2024-10-23 17:06:50,DELIVERED,NORTH
171,499.0,,PLACED,WEST
172,144.0,2024-10-21 07:44:54,PLACED,NORTH
173,245.0,2026-07-10 02:36:28,DELIVERED,NORTH
174,316.0,2026-04-19 17:14:27,DELIVERED,WEST
175,38.0,,DELIVERED,EAST
176,416.0,2024-03-07 12:14:29,PLACED,CENTRAL
177,550.0,2025-12-13 01:17:08,PLACED,CENTRAL
178,74.0,2024-12-27 22:20:05,PLACED,SOUTH
179,20.0,2026-01-29 11:18:57,DELIVERED,CENTRAL
180,249.0,2024-03-12 03:36:39,DELIVERED,SOUTH
181,177.0,2024-01-23 07:34:25,DELIVERED,EAST
182,468.0,2024-05-31 03:19:03,DELIVERED,CENTRAL
183,109.0,2024-04-09 08:30:45,PLACED,CENTRAL
184,65.0,,CANCELLED,WEST
185,412.0,,DELIVERED,CENTRAL
186,141.0,2026-04-28 00:03:37,DELIVERED,SOUTH
187,178.0,2024-03-11 19:35:22,DELIVERED,NORTH
188,145.0,2025-03-01 11:29:04,DELIVERED,SOUTH
189,169.0,2025-07-28 15:53:27,DELIVERED,CENTRAL
190,137.0,2024-03-04 05:21:53,PLACED,CENTRAL
191,162.0,2025-08-07 07:10:55,PLACED,WEST
192,7.0,2024-05-05 09:33:25,PLACED,NORTH
193,291.0,2026-07-11 07:52:41,DELIVERED,WEST
194,212.0,2024-07-16 02:53:32,PLACED,EAST
195,UNKNOWN,2026-03-23 14:05:30,DELIVERED,SOUTH
196,39.0,2024-09-28 03:39:21,DELIVERED,WEST
197,309.0,2024-05-16 17:40:04,DELIVERED,NORTH
198,242.0,2026-05-16 08:57:03,SHIPPED,CENTRAL
199,371.0,2024-05-28 15:21:09,CANCELLED,CENTRAL
200,225.0,2026-02-27 10:29:27,DELIVERED,SOUTH
201,55.0,2025-03-05 09:55:48,SHIPPED,SOUTH
202,510.0,2026-01-06 23:23:33,SHIPPED,NORTH
203,373.0,2024-03-24 22:17:43,SHIPPED,WEST
204,343.0,2025-01-25 12:11:31,DELIVERED,WEST
205,107.0,2024-03-08 06:59:34,DELIVERED,CENTRAL
206,162.0,2024-09-30 05:33:55,DELIVERED,WEST
207,119.0,,PLACED,SOUTH
208,334.0,2025-11-22 00:07:29,DELIVERED,EAST
209,113.0,2024-12-23 09:22:44,DELIVERED,NORTH
210,423.0,2025-01-03 08:24:47,CANCELLED,WEST
211,76.0,2024-12-08 18:54:14,DELIVERED,WEST
212,447.0,2024-03-25 09:55:04,PLACED,CENTRAL
213,183.0,2025-12-07 19:17:21,DELIVERED,SOUTH
214,199.0,2025-12-12 01:47:28,DELIVERED,EAST
215,344.0,2024-11-10 02:58:06,PLACED,CENTRAL
216,288.0,2024-04-02 15:58:38,PLACED,WEST
217,429.0,2025-12-13 09:03:41,SHIPPED,EAST
218,303.0,2024-12-07 12:44:05,DELIVERED,CENTRAL
219,236.0,2024-09-20 23:39:14,PLACED,CENTRAL
220,222.0,2026-01-29 23:11:50,DELIVERED,WEST
221,15.0,2025-03-09 16:14:41,DELIVERED,SOUTH
222,336.0,2025-01-19 23:49:33,DELIVERED,SOUTH
223,153.0,2026-07-08 06:50:43,RETURNED,NORTH
224,46.0,2025-10-10 23:39:48,PLACED,WEST
225,35.0,2026-02-22 06:32:50,DELIVERED,WEST
226,101.0,2026-01-14 12:27:21,DELIVERED,SOUTH
227,13.0,2024-05-09 01:52:35,DELIVERED,WEST
228,136.0,2024-12-04 15:52:15,DELIVERED,SOUTH
229,17.0,2024-05-20 22:38:28,DELIVERED,EAST
230,471.0,2024-09-08 08:26:48,CANCELLED,CENTRAL
231,466.0,2024-02-07 22:12:00,DELIVERED,SOUTH
232,190.0,2025-09-21 16:55:48,DELIVERED,EAST
233,2.0,2025-12-22 06:12:05,CANCELLED,NORTH
234,341.0,2025-08-20 21:20:20,DELIVERED,EAST
235,277.0,2025-10-23 14:47:12,DELIVERED,CENTRAL
236,213.0,2026-04-22 15:26:47,DELIVERED,NORTH
237,57.0,2025-06-05 11:36:16,DELIVERED,EAST
238,114.0,2024-03-21 02:23:32,DELIVERED,WEST
239,375.0,2024-03-04 11:54:20,DELIVERED,CENTRAL
240,210.0,2024-04-14 02:09:41,PLACED,EAST
241,117.0,2025-01-05 16:52:19,DELIVERED,CENTRAL
242,231.0,2024-11-21 21:41:10,DELIVERED,EAST
243,434.0,2026-02-21 06:18:00,SHIPPED,NORTH
244,354.0,2025-08-02 03:30:18,DELIVERED,CENTRAL
245,126.0,2026-03-29 04:09:01,DELIVERED,CENTRAL
246,300.0,2026-04-07 18:17:29,DELIVERED,EAST
247,193.0,2024-04-11 22:46:26,CANCELLED,WEST
248,83.0,2024-05-15 15:06:22,DELIVERED,SOUTH
249,79.0,2025-03-23 23:18:46,PLACED,EAST
250,152.0,2024-06-23 00:34:44,DELIVERED,SOUTH
251,24.0,2026-03-19 20:38:31,SHIPPED,CENTRAL
252,UNKNOWN,2024-07-24 02:20:13,DELIVERED,WEST
253,UNKNOWN,2025-11-20 12:18:07,DELIVERED,NORTH
254,194.0,2025-03-28 20:32:02,PLACED,SOUTH
255,344.0,2026-03-18 04:51:20,DELIVERED,EAST
256,498.0,2025-05-21 21:35:05,DELIVERED,CENTRAL
257,456.0,,DELIVERED,CENTRAL
258,314.0,2024-07-23 23:36:39,SHIPPED,EAST
259,496.0,2024-12-18 07:02:36,DELIVERED,EAST
260,152.0,2024-03-14 12:10:40,DELIVERED,WEST
261,165.0,2024-09-15 10:27:53,DELIVERED,EAST
262,180.0,2024-10-10 03:54:35,CANCELLED,SOUTH
263,244.0,2024-09-07 12:00:41,PLACED,EAST
264,130.0,2026-06-11 11:51:03,DELIVERED,EAST
265,211.0,2024-10-13 14:31:52,DELIVERED,NORTH
266,353.0,2025-05-07 08:31:11,PLACED,WEST
267,167.0,2026-04-18 15:41:07,DELIVERED,NORTH
268,415.0,2024-02-08 17:16:44,RETURNED,SOUTH
269,328.0,2025-12-12 12:59:46,SHIPPED,CENTRAL
270,340.0,2026-02-27 05:34:47,DELIVERED,EAST
271,297.0,2026-01-06 04:40:13,RETURNED,CENTRAL
272,453.0,2024-08-16 11:40:09,DELIVERED,NORTH
273,42.0,2026-01-14 01:42:52,PLACED,CENTRAL
274,316.0,2024-06-30 13:27:24,PLACED,CENTRAL
275,457.0,2024-12-08 07:47:42,DELIVERED,EAST
276,200.0,2024-03-26 11:48:09,DELIVERED,SOUTH
277,201.0,2025-03-07 17:52:33,PLACED,CENTRAL
278,90.0,2025-11-22 23:52:51,RETURNED,WEST
279,503.0,2024-10-29 01:37:22,DELIVERED,CENTRAL
280,58.0,2026-03-05 16:11:02,RETURNED,EAST
281,152.0,2025-09-09 14:02:11,DELIVERED,WEST
282,396.0,2025-07-28 04:48:14,DELIVERED,EAST
283,360.0,2025-06-19 19:33:27,DELIVERED,WEST
284,90.0,2026-05-21 12:49:36,SHIPPED,WEST
285,454.0,2025-10-07 15:03:19,SHIPPED,WEST
286,143.0,2025-10-05 10:15:49,CANCELLED,CENTRAL
287,148.0,2024-05-13 17:13:10,SHIPPED,WEST
288,344.0,2026-03-27 00:38:32,PLACED,CENTRAL
289,91.0,2025-08-06 17:48:39,PLACED,EAST
290,180.0,2025-10-05 22:12:09,DELIVERED,CENTRAL
291,205.0,2024-07-31 17:00:36,SHIPPED,WEST
292,503.0,2025-03-25 15:58:08,PLACED,EAST
293,312.0,,DELIVERED,WEST
294,28.0,2024-12-14 18:43:14,DELIVERED,SOUTH
295,308.0,2025-02-12 01:18:33,RETURNED,WEST
296,295.0,2024-07-11 21:39:04,DELIVERED,WEST
297,30.0,2025-01-15 04:57:04,PLACED,EAST
298,69.0,2026-02-04 22:14:40,DELIVERED,EAST
299,UNKNOWN,2026-06-21 15:42:07,DELIVERED,WEST
300,488.0,2025-02-04 15:38:20,RETURNED,NORTH
301,525.0,2025-08-02 17:59:13,DELIVERED,NORTH
302,167.0,,DELIVERED,SOUTH
303,473.0,2025-05-11 14:34:32,CANCELLED,SOUTH
304,168.0,2025-07-09 04:17:45,PLACED,EAST
305,365.0,2025-10-13 16:36:56,PLACED,EAST
306,79.0,2026-04-02 17:22:43,DELIVERED,SOUTH
307,172.0,2024-05-26 19:32:16,DELIVERED,EAST
308,278.0,2025-04-12 16:47:21,DELIVERED,EAST
309,548.0,2024-05-28 20:55:42,DELIVERED,SOUTH
310,141.0,2024-01-21 00:51:35,DELIVERED,EAST
311,422.0,2026-01-23 06:20:45,DELIVERED,SOUTH
312,224.0,,SHIPPED,SOUTH
313,539.0,2024-10-19 16:41:12,CANCELLED,CENTRAL
314,428.0,2024-06-26 00:59:16,DELIVERED,NORTH
315,135.0,2024-06-30 01:52:56,RETURNED,WEST
316,320.0,2025-06-24 22:12:23,DELIVERED,SOUTH
317,536.0,2025-11-17 12:38:21,DELIVERED,EAST
318,312.0,2024-09-24 12:20:53,PLACED,NORTH
319,132.0,2024-12-11 10:06:05,CANCELLED,SOUTH
320,315.0,2024-12-17 23:18:25,PLACED,SOUTH
321,UNKNOWN,2024-05-02 02:36:19,DELIVERED,NORTH
322,20.0,2024-04-30 18:10:55,DELIVERED,WEST
323,202.0,2024-03-07 01:08:47,PLACED,CENTRAL
324,61.0,2026-07-10 11:12:38,DELIVERED,EAST
325,68.0,2024-03-08 05:39:04,DELIVERED,NORTH
326,127.0,2024-05-29 21:54:53,RETURNED,SOUTH
327,205.0,2026-07-01 19:25:45,SHIPPED,EAST
328,93.0,2024-02-15 10:51:32,PLACED,EAST
329,357.0,2026-06-19 14:41:49,DELIVERED,CENTRAL
330,518.0,2025-01-10 15:47:49,DELIVERED,NORTH
331,15.0,2026-06-17 02:23:08,DELIVERED,SOUTH
332,176.0,,RETURNED,CENTRAL
333,102.0,2024-01-07 17:23:38,RETURNED,CENTRAL
334,376.0,2026-01-07 10:40:36,DELIVERED,SOUTH
335,110.0,2025-11-13 23:55:48,SHIPPED,EAST
336,435.0,2025-08-12 17:04:30,SHIPPED,SOUTH
337,116.0,2025-09-25 03:36:29,DELIVERED,EAST
338,478.0,2024-07-11 00:42:58,PLACED,SOUTH
339,370.0,2026-02-09 05:21:39,DELIVERED,CENTRAL
340,85.0,2024-03-04 01:59:49,DELIVERED,NORTH
341,291.0,2025-08-20 17:40:47,DELIVERED,EAST
342,232.0,2025-11-20 15:52:28,DELIVERED,EAST
343,194.0,2025-10-26 19:34:02,CANCELLED,WEST
344,184.0,,PLACED,WEST
345,406.0,2024-06-12 09:05:31,DELIVERED,NORTH
346,147.0,2024-07-04 04:45:48,DELIVERED,CENTRAL
347,173.0,2024-06-07 00:28:36,PLACED,SOUTH
348,206.0,2025-06-10 01:06:10,DELIVERED,WEST
349,239.0,2024-07-09 16:54:19,CANCELLED,WEST
350,280.0,2025-03-08 15:54:57,DELIVERED,WEST
351,488.0,2025-07-07 04:16:11,DELIVERED,WEST
352,524.0,2026-01-22 16:41:39,SHIPPED,WEST
353,126.0,2024-06-16 19:53:56,SHIPPED,WEST
354,138.0,2024-12-24 13:39:36,PLACED,NORTH
355,511.0,2024-04-15 23:44:57,DELIVERED,SOUTH
356,335.0,2025-08-17 09:35:29,SHIPPED,CENTRAL
357,79.0,2024-05-29 15:34:40,DELIVERED,CENTRAL
358,478.0,2026-02-03 14:04:49,SHIPPED,WEST
359,517.0,2026-01-31 13:51:29,SHIPPED,EAST
360,19.0,2026-04-19 16:22:52,RETURNED,NORTH
361,122.0,2025-10-30 14:42:49,DELIVERED,EAST
362,454.0,2025-08-07 14:50:38,DELIVERED,NORTH
363,311.0,2024-10-01 18:09:38,CANCELLED,SOUTH
364,442.0,2026-02-02 11:41:16,PLACED,WEST
365,113.0,2026-01-27 05:38:12,DELIVERED,WEST
366,482.0,2026-05-10 06:33:36,DELIVERED,SOUTH
367,58.0,2026-02-26 02:35:16,DELIVERED,WEST
368,387.0,2026-07-07 03:45:32,DELIVERED,EAST
369,329.0,2025-03-17 20:36:00,PLACED,CENTRAL
370,132.0,2024-03-11 02:08:16,CANCELLED,EAST
371,28.0,2026-06-26 03:52:01,DELIVERED,EAST
372,100.0,,DELIVERED,EAST
373,360.0,2025-10-01 21:50:55,PLACED,SOUTH
374,241.0,2025-01-19 15:42:59,DELIVERED,CENTRAL
375,68.0,2024-05-11 22:51:26,CANCELLED,NORTH
376,174.0,2025-06-08 10:25:34,PLACED,EAST
377,472.0,2024-02-28 01:32:19,DELIVERED,WEST
378,528.0,2026-06-01 10:25:00,RETURNED,EAST
379,481.0,2024-02-01 16:39:06,DELIVERED,EAST
380,400.0,2025-08-09 19:04:41,DELIVERED,NORTH
381,103.0,2026-01-28 15:19:44,DELIVERED,SOUTH
382,509.0,2025-06-05 21:46:29,DELIVERED,EAST
383,307.0,2024-09-15 20:18:46,DELIVERED,WEST
384,509.0,2024-11-09 10:06:24,DELIVERED,NORTH
385,220.0,2026-04-12 09:20:25,SHIPPED,NORTH
386,412.0,2025-04-06 20:54:10,CANCELLED,CENTRAL
387,98.0,2024-05-22 20:26:11,DELIVERED,EAST
388,544.0,,DELIVERED,SOUTH
389,79.0,2025-06-23 12:53:49,DELIVERED,EAST
390,UNKNOWN,,CANCELLED,WEST
391,321.0,2026-04-18 18:42:17,SHIPPED,WEST
392,528.0,2025-01-25 07:49:49,DELIVERED,CENTRAL
393,20.0,2024-10-07 13:17:15,DELIVERED,CENTRAL
394,512.0,,SHIPPED,WEST
395,546.0,2025-02-20 05:22:34,CANCELLED,WEST
396,62.0,2026-05-29 10:21:02,DELIVERED,EAST
397,UNKNOWN,2025-12-19 10:45:12,PLACED,SOUTH
398,446.0,2025-04-11 11:05:18,DELIVERED,NORTH
399,423.0,2024-11-12 05:11:37,SHIPPED,EAST
400,263.0,2024-09-06 11:01:01,DELIVERED,SOUTH
401,245.0,2025-09-22 11:46:44,PLACED,SOUTH
402,252.0,2024-02-13 00:53:11,DELIVERED,EAST
403,498.0,,DELIVERED,WEST
404,UNKNOWN,2025-10-17 14:00:48,DELIVERED,NORTH
405,164.0,2024-11-09 18:45:07,SHIPPED,NORTH
406,UNKNOWN,2025-02-05 09:43:57,DELIVERED,EAST
407,181.0,2026-05-05 11:48:43,DELIVERED,NORTH
408,UNKNOWN,2026-01-24 17:30:04,DELIVERED,NORTH
409,322.0,2024-05-10 09:07:12,DELIVERED,NORTH
410,373.0,2025-09-24 06:18:54,DELIVERED,NORTH
411,144.0,2025-09-08 13:19:11,SHIPPED,CENTRAL
412,124.0,2026-02-16 02:37:00,DELIVERED,CENTRAL
413,258.0,2026-03-26 23:07:02,DELIVERED,NORTH
414,126.0,2025-01-04 20:08:54,DELIVERED,EAST
415,UNKNOWN,2025-05-26 12:40:06,CANCELLED,WEST
416,434.0,2025-01-01 12:24:32,SHIPPED,NORTH
417,220.0,2024-09-29 02:13:26,RETURNED,WEST
418,261.0,2025-09-26 09:20:39,CANCELLED,NORTH
419,547.0,2026-01-31 17:53:34,DELIVERED,NORTH
420,434.0,2025-05-06 15:36:01,DELIVERED,SOUTH
421,149.0,2025-03-07 10:39:54,DELIVERED,EAST
422,22.0,2025-04-23 17:27:45,DELIVERED,CENTRAL
423,56.0,2024-02-24 01:47:22,DELIVERED,SOUTH
424,394.0,,DELIVERED,EAST
425,548.0,2024-07-08 14:29:39,CANCELLED,WEST
426,9.0,2025-08-26 11:14:57,RETURNED,WEST
427,309.0,2025-01-31 22:59:11,PLACED,SOUTH
428,216.0,2025-04-07 00:43:46,CANCELLED,SOUTH
429,325.0,2025-11-12 17:21:32,CANCELLED,WEST
430,281.0,2024-02-22 15:12:02,CANCELLED,WEST
431,423.0,2026-01-01 19:33:21,RETURNED,EAST
432,103.0,2025-10-18 02:56:44,CANCELLED,EAST
433,68.0,,DELIVERED,CENTRAL
434,335.0,2026-04-30 20:46:11,DELIVERED,NORTH
435,189.0,2024-03-21 22:23:05,DELIVERED,SOUTH
436,411.0,2024-01-05 18:40:27,SHIPPED,EAST
437,85.0,2025-05-02 08:23:47,PLACED,SOUTH
438,UNKNOWN,2026-03-13 03:30:56,DELIVERED,SOUTH
439,421.0,2026-07-11 18:31:34,DELIVERED,EAST
440,490.0,2025-12-02 08:45:48,CANCELLED,SOUTH
441,178.0,2025-02-08 22:51:01,DELIVERED,EAST
442,204.0,2025-03-13 18:09:57,PLACED,EAST
443,403.0,2024-10-09 13:19:22,CANCELLED,CENTRAL
444,22.0,2024-12-14 17:29:13,RETURNED,CENTRAL
445,92.0,2024-12-21 06:49:26,RETURNED,SOUTH
446,173.0,2025-02-10 15:59:01,PLACED,CENTRAL
447,267.0,2025-10-28 06:40:35,PLACED,EAST
448,121.0,2024-09-21 06:38:26,PLACED,CENTRAL
449,465.0,2025-11-06 23:53:36,CANCELLED,WEST
450,230.0,2024-07-03 02:27:38,DELIVERED,SOUTH
451,UNKNOWN,2025-02-17 12:45:41,SHIPPED,WEST
452,134.0,2025-08-16 12:43:59,DELIVERED,SOUTH
453,221.0,2026-07-21 04:42:28,RETURNED,EAST
454,429.0,2024-10-21 03:58:14,SHIPPED,SOUTH
455,298.0,2024-02-14 16:44:22,RETURNED,SOUTH
456,255.0,2025-12-01 13:37:46,DELIVERED,WEST
457,11.0,2024-05-13 04:34:10,DELIVERED,EAST
458,218.0,2025-09-09 13:54:50,DELIVERED,WEST
459,263.0,2026-07-16 17:04:42,PLACED,CENTRAL
460,54.0,2024-04-01 06:26:42,DELIVERED,SOUTH
461,363.0,,RETURNED,CENTRAL
462,6.0,,SHIPPED,CENTRAL
463,UNKNOWN,,DELIVERED,WEST
464,136.0,2025-07-30 04:11:58,RETURNED,CENTRAL
465,184.0,,SHIPPED,CENTRAL
466,348.0,,CANCELLED,SOUTH
