item_id,order_id,product_id,quantity,unit_price,discount_percent
121,513,384,4,15352.76,20
122,383,394,5,80748.72,0
123,419,40,1,49593.58,20
124,580,167,-4,13223.73,10
125,357,501,3,28414.2,0
126,667,395,2,88024.21,5
127,490,36,3,55774.93,0
128,682,152,4,61488.52,0
129,261,254,2,48924.64,0
130,120,95,4,73643.84,20
131,601,83,2,55009.76,20
132,170,438,3,75708.84,30
133,546,392,4,65434.71,0
134,112,353,3,24734.53,5
135,408,316,2,34546.33,25
136,2,100,4,8121.41,30
137,427,296,2,3273.26,0
138,384,191,2,71895.39,25
139,187,515,4,44391.15,50
140,218,191,2,60798.63,5
141,266,419,-5,49620.79,0
142,652,171,1,66710.99,20
143,128,284,1,16298.3,50
144,241,490,1,16382.52,0
145,63,273,1,81276.01,50
146,43,100,1,8558.28,20
147,618,273,4,85707.49,15
148,619,440,3,59688.1,15
149,246,370,4,31853.42,50
150,59,365,1,41223.49,0
151,468,412,2,76868.08,0
152,617,126,3,75518.49,5
153,378,463,4,67403.48,30
154,424,193,3,5113.66,0
155,649,369,3,49999.46,25
156,240,497,5,27319.83,0
157,357,439,4,51938.47,0
158,395,301,2,29718.61,30
159,586,517,4,2307.8,0
160,309,479,4,1732.73,0
161,494,247,2,67051.23,0
162,109,446,1,73946.17,0
163,335,393,2,41372.72,10
164,682,488,1,21950.17,0
165,548,504,3,30758.55,5
166,590,67,4,21549.32,20
167,670,448,2,8632.47,10
168,119,298,1,47811.67,15
169,607,193,1,6595.56,50
170,377,131,4,82556.4,50
171,2,319,5,47779.34,5
172,398,434,3,43357.32,0
173,533,228,1,15339.92,30
174,472,324,3,38358.57,5
175,512,467,3,35635.48,0
176,682,36,3,50600.3,30
177,127,281,5,35559.29,25
178,647,221,4,55996.08,0
179,342,157,2,9430.18,5
180,54,184,4,75757.06,10
181,676,164,5,87289.82,20
182,346,433,3,49796.56,20
183,401,74,3,19069.77,10
184,200,404,3,4357.51,50
185,56,312,2,67711.79,50
186,141,453,3,61725.32,0
187,215,224,2,77911.18,0
188,371,105,2,38298.88,20
189,438,173,1,28363.78,15
190,486,184,1,77717.05,30
191,666,347,2,43433.49,20
192,251,35,4,69789.67,25
193,310,177,4,19217.61,0
194,475,392,4,58959.97,15
195,12,123,1,59598.91,25
196,657,231,5,59685.53,50
197,492,281,1,32525.05,50
198,186,394,4,80606.59,10
199,586,129,1,217.1,30
200,190,416,1,77937.28,20
201,570,501,5,23328.57,30
202,668,128,2,63984.24,0
203,186,185,4,33689.07,15
204,126,41,2,29324.25,0
205,90,263,1,34839.01,0
206,128,519,5,58411.04,0
207,434,1,1,31412.34,30
208,301,456,4,64035.14,15
209,536,361,5,19634.17,5
210,102,46,2,59196.1,0
211,307,221,5,64483.79,30
212,222,368,5,48940.29,20
213,77,262,2,70138.91,20
214,468,86,4,47079.88,0
215,549,209,3,11462.05,5
216,382,168,2,59067.8,15
217,445,389,5,3960.68,5
218,80,277,1,7766.74,30
219,417,68,1,10099.3,15
220,342,280,2,30181.04,10
221,11,101,2,66184.92,20
222,108,127,3,56607.22,50
223,502,98,5,29820.16,10
224,565,278,1,22368.26,0
225,326,399,5,24016.04,30
226,609,413,2,5702.82,10
227,10,160,2,57671.86,20
228,582,274,3,28814.61,5
229,695,429,2,5204.38,25
230,363,480,3,16880.66,20
231,534,235,1,13890.02,10
232,417,321,1,34131.98,0
233,246,96,1,31327.91,0
234,293,505,1,84747.86,20
235,694,140,5,31789.99,30
236,128,416,2,59451.08,0
237,436,354,5,44393.7,50
238,44,460,5,47790.42,5
239,180,77,2,69176.54,30
240,362,53,4,37872.98,0
241,383,116,2,67931.5,30
242,121,298,3,51637.3,10
243,219,3,5,69338.66,20
244,223,313,5,63411.09,0
245,475,500,1,40444.49,50
246,472,337,1,13661.43,0
247,359,191,1,65234.79,0
248,442,504,5,32003.57,30
249,158,421,4,60430.95,0
250,160,257,4,72796.56,15
251,307,374,2,64301.77,30
252,276,112,4,41474.39,0
253,144,363,1,3206.52,15
254,204,114,1,66124.79,0
255,405,432,1,34373.22,0
256,683,204,3,61326.92,0
257,432,501,2,27658.49,15
258,410,514,4,60993.62,0
259,113,111,2,46964.53,0
260,353,513,2,16150.54,0
261,695,351,5,13113.6,0
262,445,492,-4,25666.01,0
263,440,254,5,49164.23,0
264,256,288,3,42348.95,5
265,683,440,1,56837.17,30
266,626,186,5,23775.24,0
267,235,124,1,22147.34,10
268,197,150,5,45970.99,5
269,94,53,5,37334.19,10
270,649,237,4,16457.61,25
271,63,438,3,86249.37,0
272,276,373,3,72516.66,20
273,253,328,2,35398.68,0
274,1,54,3,81999.22,5
275,293,484,5,15417.15,0
276,442,190,4,40796.95,15
277,343,312,1,59936.19,30
278,134,340,3,7851.94,50
279,542,381,3,21889.65,5
280,599,394,1,70080.18,0
281,645,124,2,21395.4,5
282,457,102,5,46103.0,50
283,352,309,2,10364.8,30
284,158,45,4,52656.12,30
285,259,356,4,23502.2,0
286,447,70,5,37439.63,30
287,23,171,2,79857.54,10
288,47,63,2,39271.25,20
289,507,77,5,64406.37,20
290,576,400,3,9609.34,5
291,189,4,2,64374.69,50
292,10,467,5,40334.08,10
293,311,226,3,5865.27,30
294,122,176,5,31250.54,5
295,299,41,3,34904.25,0
296,277,53,2,40666.65,5
297,548,119,-3,5495.28,50
298,378,333,5,32145.99,10
299,137,419,-3,57199.08,15
300,59,11,2,9030.53,10
301,181,263,5,36067.67,50
302,109,392,-3,72924.05,50
303,565,212,2,58727.72,15
304,276,209,4,13692.85,0
305,457,238,4,32817.33,15
306,152,491,2,1595.39,25
307,190,181,4,45498.62,0
308,664,289,2,18345.58,0
309,404,193,1,5246.21,20
310,252,466,4,12263.94,0
311,540,141,1,78119.92,50
312,103,387,1,24774.67,0
313,660,45,1,52741.42,10
314,147,14,1,39970.94,0
315,556,347,1,47010.41,5
316,143,492,4,29907.91,0
317,315,340,2,8170.58,0
318,557,274,1,35162.32,0
319,46,106,1,2479.81,30
320,426,146,2,15048.77,0
321,233,438,3,79281.06,10
322,232,394,1,85978.37,25
323,174,113,3,49840.55,15
324,79,342,1,24200.72,0
325,620,155,5,18539.46,15
326,615,186,2,28027.09,10
327,640,294,1,22471.4,10
328,512,378,1,58927.21,0
329,153,151,4,58086.01,25
330,490,69,4,12084.73,10
331,149,93,2,18016.14,0
332,395,362,4,9868.77,25
333,424,342,2,24380.56,20
334,429,510,4,22925.18,30
335,550,236,5,58438.41,20
336,540,225,2,23214.33,15
337,3,209,1,15492.13,15
338,572,486,1,62666.92,0
339,358,370,2,33670.02,10
340,472,148,5,46170.2,20
341,249,216,1,29082.06,0
342,121,147,1,27387.5,20
343,381,56,5,36370.77,0
344,489,162,3,3811.25,0
345,81,251,5,57669.96,20
346,154,187,2,79368.11,30
347,307,482,3,55998.17,25
348,661,14,2,33934.26,0
349,658,33,2,18671.58,30
350,165,12,4,77649.48,25
351,568,265,5,77554.7,10
352,233,434,3,52583.23,0
353,535,387,2,29780.39,5
354,411,58,2,10782.48,30
355,620,80,4,37990.46,25
356,321,415,2,34667.53,0
357,381,435,1,26621.27,0
358,80,372,3,24507.54,0
359,246,289,1,19354.59,0
360,217,12,3,87122.54,5
361,565,207,1,26325.46,5
362,276,88,5,15361.55,0
363,578,496,3,66313.18,0
364,317,9,3,2009.68,20
365,513,200,4,21861.4,15
366,133,100,5,8930.27,0
367,515,154,4,52257.01,25
368,601,39,2,73162.72,25
369,81,96,2,40398.17,5
370,698,145,2,49203.96,30
371,529,350,2,51209.8,15
372,298,369,4,46354.64,0
373,700,397,5,48202.88,50
374,77,157,4,8702.77,0
375,16,147,3,31018.51,30
376,90,511,3,13265.56,0
377,303,166,5,54995.74,15
378,362,92,4,51331.92,10
379,485,263,4,33936.04,0
380,127,500,3,40167.37,20
381,419,133,5,17494.58,50
382,322,383,4,1440.23,30
383,461,270,1,64687.9,50
384,660,59,2,43436.67,30
385,9,159,3,72198.39,20
386,163,409,2,82732.75,20
387,474,96,4,33444.62,30
388,477,112,-1,30903.21,20
389,444,205,1,69850.65,15
390,351,498,4,54569.62,0
391,286,466,2,9181.4,25
392,150,219,1,439.56,50
393,390,64,3,36189.22,20
394,485,219,1,398.89,20
395,277,259,1,74739.39,0
396,71,281,3,29635.61,25
397,430,220,3,64442.37,0
398,56,95,4,79410.22,15
399,305,169,4,20800.11,25
400,487,165,4,71808.2,15
401,585,399,-5,29653.93,50
402,204,80,5,36933.31,50
403,149,332,3,65406.11,0
404,155,470,4,87071.89,15
405,117,417,1,54882.94,25
406,129,461,5,63118.49,0
407,38,224,2,76551.16,20
408,560,171,2,79902.84,15
409,215,196,5,1686.66,0
410,380,373,3,65757.11,30
411,128,512,-4,23141.97,20
412,421,361,5,18057.09,20
413,536,344,-2,8789.3,25
414,439,383,5,1491.2,0
415,556,447,4,40577.26,10
416,636,102,1,62236.09,0
417,666,17,4,43436.66,0
418,509,103,5,59965.63,50
419,34,297,2,8059.21,5
420,466,391,4,59720.27,0
421,360,476,4,59294.3,0
422,384,230,3,30298.43,10
423,315,425,1,19299.03,20
424,34,16,3,35946.92,30
425,615,326,5,35718.28,20
426,248,401,4,43142.89,0
427,592,440,4,55401.94,0
428,413,326,4,37969.47,5
429,102,130,5,45278.56,20
430,643,267,2,68943.31,15
431,209,96,4,30500.6,0
432,644,157,5,7200.27,0
433,586,392,2,53754.45,25
434,650,367,2,47098.98,10
435,199,252,4,42466.47,10
436,676,53,2,35994.03,0
437,654,106,5,2132.89,0
438,110,146,2,16704.18,0
439,80,507,2,29209.21,20
440,104,503,4,28009.32,0
441,499,79,4,48828.68,20
442,322,462,2,52283.02,10
443,11,183,5,22328.66,0
444,121,352,4,27977.55,50
445,615,6,3,29564.97,0
446,198,31,5,59512.97,30
447,157,222,1,41196.28,5
448,31,336,1,58207.86,0
449,275,281,1,30401.44,15
450,565,302,4,78597.79,20
451,525,410,3,27729.89,0
452,203,288,1,44836.44,50
453,602,320,2,56165.47,25
454,444,457,3,60160.87,15
455,638,111,4,44363.78,5
456,581,362,1,10056.36,25
457,172,35,3,91691.8,50
458,420,301,5,29687.68,15
459,408,31,3,51402.67,20
460,191,367,2,48108.3,15
461,381,149,1,10458.26,0
462,327,12,2,86077.75,25
463,582,330,5,25183.43,0
464,395,291,5,55962.49,5
465,106,285,1,19002.89,50
466,662,432,4,33729.48,15
467,328,203,4,71361.88,25
468,48,282,1,46456.08,25
469,176,335,2,47214.08,50
470,22,292,5,65712.98,0
471,473,292,4,68604.16,0
472,547,41,1,31602.72,0
473,482,98,4,32729.08,10
474,282,325,4,44933.05,0
475,570,321,1,30604.9,20
476,306,466,1,10792.15,15
477,633,106,1,2067.59,0
478,143,108,4,4481.51,5
479,175,91,3,36674.67,30
480,6,54,1,71781.32,0
481,50,312,3,59116.25,50
482,389,277,2,9430.23,50
483,472,123,2,59814.39,50
484,424,458,5,67684.5,30
485,247,490,3,17331.15,15
486,495,232,3,6526.84,0
487,362,249,-2,18417.99,0
488,77,507,1,22471.2,5
489,480,395,1,69352.93,15
490,214,321,3,33281.32,25
491,672,158,1,68240.61,0
492,225,373,4,75201.92,50
493,526,208,2,37207.98,0
494,285,434,3,41013.22,50
495,664,105,1,32009.9,0
496,247,17,2,47241.53,10
497,30,488,4,20137.49,15
498,272,122,1,37980.99,15
499,442,218,5,26671.04,20
500,521,342,3,23610.67,15
501,101,51,4,19376.72,5
502,302,194,5,5688.27,10
503,543,506,1,46291.37,0
504,662,255,2,3794.88,0
505,55,37,2,40758.45,0
506,545,104,5,31837.28,20
507,402,403,3,35891.71,25
508,211,176,3,37567.0,10
509,611,295,1,45847.74,0
510,516,489,2,43151.55,0
511,323,72,3,73215.88,25
512,146,14,4,38462.23,15
513,22,182,1,84419.6,0
514,696,10,4,23891.15,50
515,2,501,4,30535.9,0
516,47,18,3,2509.03,5
517,538,516,2,36160.87,0
518,103,312,3,75495.38,25
519,503,360,3,14930.93,25
520,260,374,3,64957.08,10
521,342,496,5,68023.26,0
522,152,421,2,76949.97,15
523,510,32,4,67703.24,15
524,212,92,4,53729.93,0
525,281,461,5,70002.71,0
526,272,358,4,51026.08,50
527,428,283,1,10735.4,50
528,533,352,1,26719.74,20
529,466,356,1,19371.12,25
530,151,478,5,60649.53,10
531,639,167,3,13749.92,0
532,302,16,2,41900.64,10
533,608,127,3,54067.56,0
534,441,361,1,19970.01,0
535,258,142,3,59828.32,30
536,682,159,3,74329.75,0
537,202,443,1,81396.97,10
538,225,33,3,17897.49,5
539,695,396,1,75381.46,10
540,310,319,4,49813.17,15
541,593,143,2,39641.08,10
542,139,427,3,67272.1,10
543,88,305,4,67701.84,30
544,188,385,4,64478.4,0
545,142,453,5,61690.73,15
546,480,363,4,2896.39,20
547,473,29,1,44435.06,20
548,91,144,3,59950.07,5
549,595,383,5,1464.12,50
550,301,55,4,10776.41,0
551,413,7,5,32779.12,25
552,56,87,1,68583.85,15
553,609,100,5,10447.96,25
554,340,63,5,31382.32,30
555,55,210,5,9567.89,25
556,140,229,2,83297.7,10
557,644,319,1,59777.06,25
558,639,206,1,41317.04,0
559,619,124,2,25340.48,5
560,107,486,5,46025.07,25
561,401,57,3,93284.47,20
562,496,189,5,78848.2,10
563,628,450,5,23683.21,0
564,443,150,2,49206.91,0
565,674,247,5,65312.48,5
566,488,492,1,25671.15,50
567,505,377,4,72108.68,20
568,110,476,4,59373.43,0
569,29,291,5,53397.41,20
570,12,311,5,66807.6,25
571,44,364,4,44423.46,25
572,284,10,3,26832.44,30
573,516,216,5,24964.89,20
574,526,65,2,27540.34,15
575,672,348,2,31063.46,10
576,675,311,1,89752.21,25
577,386,484,2,17187.82,50
578,520,266,3,65367.48,50
579,595,357,4,14209.74,0
580,47,31,2,65597.6,5
581,99,109,4,58136.41,15
582,238,243,2,12540.0,20
583,431,66,3,13516.11,0
584,39,75,3,59420.34,50
585,647,31,3,66974.38,0
586,461,387,5,22661.13,30
587,205,201,4,62342.39,10
588,231,207,4,27180.72,30
589,197,89,1,79056.13,5
590,35,144,3,65207.81,20
591,582,74,5,17912.41,25
592,195,213,4,21210.73,30
593,361,366,5,15230.63,0
594,69,450,4,20688.52,0
595,583,81,5,34394.24,10
596,104,121,1,80872.57,50
597,554,339,-3,17513.41,10
598,400,367,2,45061.84,10
599,77,248,5,15305.74,30
600,320,409,5,77025.73,0
601,597,483,3,49712.78,0
602,34,347,2,41061.28,15
603,61,143,3,33777.46,0
604,242,506,5,39579.85,50
605,37,355,4,17623.96,50
606,628,83,4,61612.55,0
607,278,43,4,65130.58,30
608,231,359,3,61713.45,5
609,22,57,2,69178.55,30
610,623,389,1,4967.21,30
611,494,54,4,75030.63,0
612,441,438,1,83706.49,25
613,121,377,3,65041.33,20
614,60,244,5,49195.06,0
615,233,423,5,57259.22,50
616,47,16,2,47739.99,0
617,79,59,2,35342.18,10
618,45,322,2,38532.56,10
619,133,408,1,56487.98,0
620,79,257,2,91436.99,25
621,366,226,3,6167.95,15
622,565,300,2,26360.05,30
623,274,327,5,27776.84,0
624,56,355,5,17222.16,25
625,287,81,2,35373.25,30
626,237,313,2,60004.57,0
627,382,146,2,15252.76,25
628,666,465,1,24930.91,25
629,35,277,4,8211.12,10
630,87,62,5,60110.2,20
631,508,20,4,18438.41,25
632,46,230,2,27312.91,20
633,546,54,-1,81998.5,30
634,357,27,3,60603.77,10
635,606,222,3,39876.75,50
636,445,438,1,89989.47,0
637,567,398,3,20689.95,30
638,475,435,-5,30278.87,30
639,267,167,-4,16907.79,5
640,136,16,3,39489.72,0
641,256,303,4,428.13,0
642,631,281,3,29201.45,50
643,13,128,3,55348.5,10
644,184,455,4,6457.98,0
645,478,38,4,30967.15,30
646,224,419,1,43292.16,10
647,625,322,4,46538.57,0
648,265,283,4,10548.85,0
649,233,179,5,34680.53,0
650,239,118,2,19359.06,30
651,451,325,2,35269.07,0
652,266,264,3,36322.18,30
653,46,241,1,8155.87,30
654,455,116,2,71994.85,5
655,334,381,4,26519.27,0
656,658,437,2,37249.68,0
657,335,369,4,42148.13,15
658,482,302,2,82625.0,15
659,46,298,5,63053.38,0
660,109,217,5,27813.06,30
661,596,353,4,25657.26,50
662,34,154,1,59498.24,0
663,230,516,5,47190.41,20
664,552,125,5,61723.63,0
665,622,484,5,17477.9,25
666,325,276,5,15304.72,10
667,250,337,3,13396.83,5
668,467,323,1,35536.05,5
669,456,420,3,8759.73,30
670,518,79,4,61263.17,50
671,236,460,2,45369.22,50
672,129,251,4,72990.58,50
673,682,142,3,65085.37,15
674,322,121,4,69825.55,30
675,152,507,2,27388.08,0
676,465,16,4,37903.47,10
677,568,482,2,62251.45,0
678,442,25,1,72822.55,0
679,528,398,3,20405.59,0
680,412,248,1,14671.68,15
681,345,111,1,49789.77,0
682,364,460,4,47057.68,20
683,297,489,2,42641.05,50
684,522,86,1,36420.77,50
685,608,379,4,59720.47,20
686,329,450,5,18949.22,10
687,100,238,3,28497.48,0
688,578,437,4,30838.46,15
689,183,147,2,24254.47,20
690,532,285,5,18183.21,15
691,102,356,1,19346.47,10
692,281,499,2,70567.14,10
693,266,109,3,66225.71,0
694,99,212,5,54118.47,0
695,29,41,5,38402.59,30
696,200,7,1,33056.68,15
697,209,289,5,24901.45,20
698,456,130,3,50114.21,0
699,123,456,4,81829.8,10
700,89,141,-1,84458.21,15
701,81,228,3,18916.99,0
702,520,344,5,9325.19,0
703,323,40,-5,41778.67,15
704,195,37,1,45626.78,5
705,141,386,-2,14010.84,5
706,272,482,2,51089.46,25
707,290,135,1,62285.29,30
708,220,4,4,70877.58,30
709,626,214,1,83900.59,20
710,270,390,2,40488.34,15
711,496,185,2,45167.91,10
712,685,497,4,28152.23,50
713,366,493,2,26735.73,0
714,295,430,3,69906.48,5
715,679,436,4,63682.6,15
716,677,117,4,18931.79,0
717,496,501,2,28112.11,0
718,298,275,4,43248.14,0
719,576,331,3,14040.81,20
720,401,453,3,56585.39,0
721,275,498,3,64732.74,0
722,316,459,5,3361.23,0
723,549,212,1,58078.26,50
724,626,338,5,38735.92,0
725,22,389,3,4059.4,15
726,567,65,5,32386.89,5
727,371,204,5,61971.73,20
728,235,298,3,60719.57,15
729,424,221,2,57059.36,0
730,37,21,5,35526.91,0
731,514,408,1,62308.36,0
732,290,309,2,8149.91,0
733,279,127,-4,69814.83,20
734,135,277,1,9903.51,0
735,517,426,5,45623.49,50
736,156,98,4,31820.54,5
737,621,320,4,68944.02,30
738,24,310,2,51736.27,0
739,271,483,4,41736.69,0
740,228,417,4,60689.77,10
741,547,519,1,57306.65,25
742,404,382,1,24435.63,25
743,230,26,2,4021.74,25
744,379,489,3,40847.21,15
745,148,86,2,35655.89,5
746,502,256,4,18448.93,50
747,485,239,4,64082.89,10
748,422,319,2,60167.14,0
749,330,417,3,66734.92,5
750,576,501,3,27618.11,5
751,330,473,5,87051.99,30
752,84,108,1,3764.49,20
753,131,14,1,32445.76,0
754,203,449,1,24563.61,0
755,435,508,5,64793.42,25
756,144,429,-3,4714.02,0
757,446,302,3,85174.02,30
758,331,381,2,24440.41,0
759,298,210,3,10460.41,30
760,620,258,2,77438.73,15
761,139,169,4,23260.43,0
762,326,427,4,59158.84,0
763,6,320,2,67224.56,0
764,551,470,1,72030.36,50
765,480,161,5,67739.77,5
766,354,15,3,45605.24,10
767,437,314,4,73506.96,10
768,575,208,2,29371.17,0
769,222,287,5,28759.19,0
770,130,393,5,35940.63,50
771,284,485,1,34743.2,5
772,222,94,5,43729.48,0
773,147,169,1,22891.02,15
774,80,54,4,68652.47,20
775,681,484,5,15672.3,0
776,247,403,4,39620.29,25
777,364,320,3,70056.04,30
778,81,220,3,70151.22,0
779,448,453,3,57817.32,0
780,572,446,2,66835.4,0
781,375,478,3,62332.74,20
782,219,196,2,1404.88,0
783,201,453,2,55366.5,0
784,601,318,3,27764.99,10
785,515,14,1,37754.77,10
786,658,491,3,1778.82,10
787,641,59,1,46468.5,25
788,623,466,4,10781.4,30
789,107,40,5,40886.28,0
790,182,135,1,59667.61,0
791,455,64,5,29740.86,10
792,199,18,3,2320.54,0
793,601,376,4,32783.05,20
794,684,63,5,30720.11,0
795,274,86,1,36694.19,10
796,624,204,4,56782.28,0
797,651,4,5,67958.1,15
798,121,350,1,51529.92,50
799,475,91,1,35674.62,0
800,89,191,1,63369.55,0
801,11,223,4,9448.08,0
802,253,316,2,45750.24,0
803,318,55,3,9552.51,0
804,286,144,4,59001.53,5
805,193,280,2,38416.27,10
806,266,451,4,43357.49,15
807,593,373,5,74263.11,25
808,647,175,5,66983.74,20
809,160,216,4,30508.36,15
810,662,296,5,2750.12,30
811,276,93,2,19206.65,10
812,224,479,1,1791.76,30
813,675,191,4,66848.04,50
814,331,382,5,22970.7,0
815,331,108,1,4021.79,0
816,432,487,1,67455.02,0
817,367,314,5,68363.21,0
818,23,450,4,23335.8,50
819,590,446,4,68478.6,5
820,259,383,4,1722.62,20
821,308,42,2,2500.93,30
822,111,432,3,31060.06,50
823,411,30,2,58818.65,10
824,612,204,5,61381.49,0
825,134,342,1,30266.66,0
826,317,145,4,49687.41,20
827,170,472,2,41014.41,5
828,177,309,2,9044.84,5
829,209,448,2,6789.27,0
830,569,384,2,12901.42,15
831,103,483,4,44202.74,5
832,484,386,2,13844.2,0
833,397,132,2,19779.95,20
834,335,290,4,66047.29,50
835,404,74,5,17950.49,0
836,228,183,3,23079.91,15
837,349,514,5,62801.07,50
838,408,80,2,36064.17,25
839,193,46,4,58647.77,0
840,348,394,4,85110.69,0
841,292,319,4,53710.7,0
842,268,432,4,28493.37,30
843,109,477,3,78864.99,0
844,672,415,1,34424.61,0
845,327,132,4,21544.14,25
846,12,498,4,63266.69,20
847,56,311,1,76892.0,50
848,462,515,4,37098.39,15
849,548,374,2,57477.68,20
850,545,393,1,42668.07,0
851,8,346,5,92651.73,10
852,203,466,4,10585.26,10
853,41,125,4,62091.84,15
854,52,379,3,51924.44,10
855,25,274,3,30204.99,20
856,18,458,1,60470.45,50
857,115,366,5,15774.9,20
858,255,180,1,8228.73,0
859,149,506,3,44973.51,15
860,470,250,5,67310.07,50
861,470,42,3,1866.73,0
862,151,104,1,33034.44,15
863,653,310,1,54451.07,0
864,264,82,4,57761.6,0
865,197,268,-5,86474.62,30
866,553,250,1,62960.36,15
867,588,485,4,34817.38,10
868,191,284,1,19018.81,50
869,409,186,3,28016.48,0
870,417,213,4,17467.54,0
871,282,274,3,33339.11,0
872,227,231,3,59570.87,5
873,66,295,5,45768.03,25
874,603,431,3,82746.68,30
875,399,488,1,21814.78,15
876,349,328,4,29769.42,0
877,474,511,2,13848.94,20
878,262,413,5,4866.7,0
879,647,499,3,73451.81,0
880,213,379,3,52880.61,25
881,691,479,5,1644.62,50
882,171,361,4,19377.83,0
883,291,503,4,29632.86,30
884,135,388,1,59534.42,0
885,406,224,1,64159.2,50
886,297,183,4,23753.89,30
887,419,361,4,20535.29,50
888,286,328,1,34120.4,15
889,515,402,4,11689.31,25
890,476,294,4,26168.36,0
891,182,410,5,22675.38,15
892,476,177,1,19400.63,20
893,595,429,-4,5631.06,5
894,652,30,2,68656.07,50
895,635,516,5,47204.98,50
896,419,24,2,26816.66,0
897,583,484,3,17614.72,0
898,616,399,2,27275.71,0
899,469,378,2,55382.87,0
900,484,205,3,67989.36,0
901,32,212,4,54561.46,5
902,618,455,2,7585.54,25
903,513,114,3,80917.77,0
904,251,474,1,12967.24,0
905,34,417,4,66649.92,20
906,73,428,5,89001.55,0
907,622,25,1,67179.0,10
908,408,41,5,31886.57,25
909,439,128,3,51418.02,50
910,115,174,3,5810.85,0
911,249,495,1,60637.61,15
912,658,76,4,29873.43,5
913,267,351,4,12523.32,15
914,462,265,5,69722.26,0
915,144,152,1,67173.73,5
916,380,372,3,25365.74,0
917,582,313,4,55152.76,10
918,159,132,3,18597.32,20
919,264,234,2,11617.09,50
920,311,152,3,68537.04,15
921,521,416,2,70165.51,15
922,660,160,5,56407.77,15
923,536,384,4,14781.0,0
924,538,494,4,17463.6,0
925,685,67,3,19517.88,5
926,230,154,1,57415.97,5
927,366,511,1,15093.98,30
928,234,208,1,32562.41,20
